source_file,subject_id,session_id,original_trial_index,original_event_position,start_sample,original_class_label,class_label,array_index,partition,partition_index,split_seed,diffusion_subset,diffusion_index,internal_split_seed
A05T.mat,5,5,6,12160,12160,1,0,52,training,54,42,training,73,42
A05T.mat,5,7,15,29943,29943,2,1,104,training,73,42,training,74,42
A05T.mat,5,5,0,251,251,1,0,48,training,44,42,training,75,42
A05T.mat,5,6,16,31951,31951,2,1,79,training,59,42,training,76,42
A05T.mat,5,3,5,10243,10243,1,0,5,training,74,42,training,77,42
A05T.mat,5,5,4,8132,8132,1,0,51,training,10,42,training,78,42
A05T.mat,5,6,31,62413,62413,1,0,87,training,97,42,training,79,42
A05T.mat,5,3,23,46212,46212,1,0,14,training,7,42,training,80,42
A05T.mat,5,7,25,50126,50126,2,1,108,training,5,42,training,81,42
A05T.mat,5,3,38,76658,76658,2,1,23,training,36,42,training,82,42
A05T.mat,5,8,25,50126,50126,1,0,133,training,94,42,training,83,42
A05T.mat,5,8,5,10243,10243,1,0,122,training,26,42,training,84,42
A05T.mat,5,8,31,62413,62413,1,0,137,training,65,42,training,85,42
A05T.mat,5,4,12,23912,23912,1,0,31,training,89,42,training,86,42
A05T.mat,5,3,22,44181,44181,1,0,13,training,35,42,training,87,42
A05T.mat,5,7,22,44181,44181,2,1,106,training,91,42,training,88,42
A05T.mat,5,8,46,92699,92699,1,0,143,training,57,42,training,89,42
A05T.mat,5,8,18,36053,36053,2,1,130,training,37,42,validation,0,42
A05T.mat,5,4,42,84632,84632,2,1,45,training,79,42,validation,1,42
A05T.mat,5,4,24,48165,48165,1,0,38,training,9,42,validation,2,42
A05T.mat,5,5,8,16141,16141,2,1,53,training,68,42,validation,3,42
A05T.mat,5,5,1,2254,2254,1,0,49,training,38,42,validation,4,42
A05T.mat,5,5,13,25856,25856,1,0,55,training,31,42,validation,5,42
A05T.mat,5,3,32,64505,64505,1,0,18,training,63,42,validation,6,42
A05T.mat,5,6,46,92699,92699,2,1,94,training,8,42,validation,7,42
A05T.mat,5,4,30,60306,60306,2,1,40,training,52,42,validation,8,42
A05T.mat,5,5,28,56209,56209,1,0,62,training,55,42,validation,9,42
A06T.mat,6,5,6,12160,12160,1,0,51,training,75,42,training,0,42
A06T.mat,6,3,9,18139,18139,1,0,4,training,86,42,training,1,42
A06T.mat,6,6,13,25856,25856,2,1,78,training,47,42,training,2,42
A06T.mat,6,4,39,78583,78583,2,1,41,training,67,42,training,3,42
A06T.mat,6,8,24,48165,48165,1,0,131,training,9,42,training,4,42
A06T.mat,6,6,20,40189,40189,2,1,81,training,68,42,training,5,42
A06T.mat,6,4,16,31951,31951,1,0,32,training,49,42,training,6,42
A06T.mat,6,5,2,4172,4172,1,0,49,training,59,42,training,7,42
A06T.mat,6,7,46,92699,92699,2,1,119,training,72,42,training,8,42
A06T.mat,6,8,45,90585,90585,1,0,142,training,71,42,training,9,42
A06T.mat,6,7,15,29943,29943,2,1,105,training,48,42,training,10,42
A06T.mat,6,5,39,78583,78583,2,1,67,training,80,42,training,11,42
A06T.mat,6,5,43,86751,86751,2,1,70,training,42,42,training,12,42
A06T.mat,6,6,0,251,251,1,0,72,training,34,42,training,13,42
A06T.mat,6,3,26,52230,52230,2,1,12,training,8,42,training,14,42
A06T.mat,6,3,42,84632,84632,2,1,20,training,21,42,training,15,42
A06T.mat,6,7,20,40189,40189,2,1,108,training,78,42,training,16,42
A06T.mat,6,6,18,36053,36053,2,1,80,training,20,42,training,17,42
A06T.mat,6,3,19,38119,38119,1,0,8,training,94,42,training,18,42
A06T.mat,6,4,13,25856,25856,2,1,30,training,4,42,training,19,42
A06T.mat,6,3,7,14210,14210,2,1,3,training,66,42,training,20,42
A06T.mat,6,7,11,21940,21940,2,1,102,training,90,42,training,21,42
A06T.mat,6,8,30,60306,60306,2,1,135,training,92,42,training,22,42
A06T.mat,6,6,1,2254,2254,1,0,73,training,82,42,training,23,42
A06T.mat,6,3,40,80664,80664,2,1,19,training,17,42,training,24,42
A06T.mat,6,8,37,74695,74695,1,0,137,training,91,42,training,25,42
A06T.mat,6,5,15,29943,29943,2,1,57,training,26,42,training,26,42
A06T.mat,6,8,1,2254,2254,1,0,121,training,61,42,training,27,42
A06T.mat,6,4,47,94758,94758,2,1,47,training,38,42,training,28,42
A06T.mat,6,8,28,56209,56209,1,0,134,training,22,42,training,29,42
A06T.mat,6,5,24,48165,48165,2,1,62,training,16,42,training,30,42
A06T.mat,6,6,2,4172,4172,2,1,74,training,89,42,training,31,42
A06T.mat,6,4,1,2254,2254,1,0,24,training,46,42,training,32,42
A06T.mat,6,4,34,68639,68639,2,1,39,training,24,42,training,33,42
A06T.mat,6,8,26,52230,52230,2,1,133,training,70,42,training,34,42
A06T.mat,6,8,4,8132,8132,1,0,122,training,54,42,training,35,42
A06T.mat,6,6,43,86751,86751,2,1,93,training,74,42,training,36,42
A06T.mat,6,6,36,72723,72723,1,0,90,training,1,42,training,37,42
A06T.mat,6,8,40,80664,80664,1,0,140,training,87,42,training,38,42
A06T.mat,6,8,42,84632,84632,2,1,141,training,10,42,training,39,42
A06T.mat,6,3,24,48165,48165,1,0,10,training,37,42,training,40,42
A06T.mat,6,7,9,18139,18139,1,0,100,training,3,42,training,41,42
A06T.mat,6,7,10,20045,20045,2,1,101,training,58,42,training,42,42
A06T.mat,6,4,12,23912,23912,1,0,29,training,40,42,training,43,42
A06T.mat,6,4,28,56209,56209,1,0,35,training,55,42,training,44,42
A06T.mat,6,3,44,88657,88657,1,0,21,training,63,42,training,45,42
A06T.mat,6,3,27,54234,54234,2,1,13,training,64,42,training,46,42
A06T.mat,6,4,7,14210,14210,2,1,27,training,0,42,training,47,42
A06T.mat,6,3,25,50126,50126,1,0,11,training,39,42,training,48,42
A06T.mat,6,7,5,10243,10243,2,1,98,training,5,42,training,49,42
A06T.mat,6,6,4,8132,8132,1,0,75,training,84,42,training,50,42
A06T.mat,6,6,8,16141,16141,1,0,76,training,57,42,training,51,42
A06T.mat,6,3,3,6124,6124,1,0,2,training,96,42,training,52,42
A06T.mat,6,7,14,27823,27823,1,0,104,training,62,42,training,53,42
A06T.mat,6,5,4,8132,8132,2,1,50,training,31,42,training,54,42
A06T.mat,6,3,1,2254,2254,2,1,0,training,14,42,training,55,42
A06T.mat,6,5,44,88657,88657,2,1,71,training,35,42,training,56,42
A06T.mat,6,4,40,80664,80664,2,1,42,training,53,42,training,57,42
A06T.mat,6,7,39,78583,78583,1,0,117,training,18,42,training,58,42
A06T.mat,6,8,46,92699,92699,2,1,143,training,11,42,training,59,42
A06T.mat,6,5,7,14210,14210,2,1,52,training,51,42,training,60,42
A06T.mat,6,3,28,56209,56209,1,0,14,training,6,42,training,61,42
A06T.mat,6,4,44,88657,88657,1,0,46,training,27,42,training,62,42
A06T.mat,6,5,36,72723,72723,1,0,65,training,98,42,training,63,42
A06T.mat,6,8,16,31951,31951,1,0,127,training,19,42,training,64,42
A06T.mat,6,4,42,84632,84632,2,1,44,training,29,42,training,65,42
A06T.mat,6,6,15,29943,29943,1,0,79,training,83,42,training,66,42
A06T.mat,6,6,12,23912,23912,2,1,77,training,33,42,training,67,42
A06T.mat,6,5,30,60306,60306,1,0,63,training,73,42,training,68,42
A06T.mat,6,3,30,60306,60306,2,1,15,training,41,42,training,69,42
A06T.mat,6,6,23,46212,46212,1,0,83,training,43,42,training,70,42
A06T.mat,6,6,32,64505,64505,2,1,87,training,60,42,training,71,42
A06T.mat,6,5,12,23912,23912,2,1,54,training,45,42,training,72,42
A06T.mat,6,5,42,84632,84632,1,0,69,training,77,42,training,73,42
A06T.mat,6,3,10,20045,20045,1,0,5,training,25,42,training,74,42
A06T.mat,6,8,38,76658,76658,1,0,138,training,99,42,training,75,42
A06T.mat,6,4,36,72723,72723,1,0,40,training,12,42,training,76,42
A06T.mat,6,4,41,82642,82642,1,0,43,training,50,42,training,77,42
A06T.mat,6,6,28,56209,56209,1,0,86,training,69,42,training,78,42
A06T.mat,6,3,47,94758,94758,1,0,23,training,30,42,training,79,42
A06T.mat,6,4,31,62413,62413,2,1,38,training,23,42,training,80,42
A06T.mat,6,8,15,29943,29943,2,1,126,training,7,42,training,81,42
A06T.mat,6,6,26,52230,52230,1,0,85,training,52,42,training,82,42
A06T.mat,6,4,9,18139,18139,2,1,28,training,28,42,training,83,42
A06T.mat,6,3,37,74695,74695,2,1,18,training,81,42,training,84,42
A06T.mat,6,7,21,42269,42269,2,1,109,training,97,42,training,85,42
A06T.mat,6,5,10,20045,20045,2,1,53,training,79,42,training,86,42
A06T.mat,6,7,1,2254,2254,1,0,96,training,13,42,training,87,42
A06T.mat,6,4,4,8132,8132,1,0,26,training,36,42,training,88,42
A06T.mat,6,3,35,70703,70703,1,0,17,training,65,42,training,89,42
A06T.mat,6,4,2,4172,4172,1,0,25,training,15,42,validation,0,42
A06T.mat,6,7,29,58235,58235,1,0,114,training,85,42,validation,1,42
A06T.mat,6,8,8,16141,16141,2,1,123,training,93,42,validation,2,42
A06T.mat,6,5,20,40189,40189,1,0,60,training,88,42,validation,3,42
A06T.mat,6,4,29,58235,58235,2,1,36,training,76,42,validation,4,42
A06T.mat,6,4,19,38119,38119,2,1,33,training,56,42,validation,5,42
A06T.mat,6,6,22,44181,44181,1,0,82,training,2,42,validation,6,42
A06T.mat,6,3,45,90585,90585,2,1,22,training,32,42,validation,7,42
A06T.mat,6,6,44,88657,88657,2,1,94,training,95,42,validation,8,42
A06T.mat,6,7,17,34017,34017,1,0,106,training,44,42,validation,9,42
A07T.mat,7,4,31,62413,62413,1,0,41,training,67,42,training,0,42
A07T.mat,7,6,29,58235,58235,2,1,85,training,85,42,training,1,42
A07T.mat,7,4,20,40189,40189,2,1,37,training,34,42,training,2,42
A07T.mat,7,7,25,50126,50126,2,1,108,training,70,42,training,3,42
A07T.mat,7,8,6,12160,12160,1,0,123,training,79,42,training,4,42
A07T.mat,7,8,3,6124,6124,2,1,121,training,55,42,training,5,42
A07T.mat,7,3,36,72723,72723,2,1,22,training,12,42,training,6,42
A07T.mat,7,8,29,58235,58235,1,0,136,training,93,42,training,7,42
A07T.mat,7,5,42,84632,84632,2,1,68,training,46,42,training,8,42
A07T.mat,7,5,10,20045,20045,1,0,54,training,4,42,training,9,42
A07T.mat,7,3,5,10243,10243,1,0,5,training,39,42,training,10,42
A07T.mat,7,3,3,6124,6124,1,0,3,training,17,42,training,11,42
A07T.mat,7,3,2,4172,4172,2,1,2,training,42,42,training,12,42
A07T.mat,7,6,6,12160,12160,1,0,74,training,95,42,training,13,42
A07T.mat,7,8,28,56209,56209,2,1,135,training,3,42,training,14,42
A07T.mat,7,4,14,27823,27823,2,1,32,training,99,42,training,15,42
A07T.mat,7,8,36,72723,72723,1,0,141,training,96,42,training,16,42
A07T.mat,7,4,47,94758,94758,1,0,47,training,47,42,training,17,42
A07T.mat,7,5,20,40189,40189,1,0,57,training,84,42,training,18,42
A07T.mat,7,5,28,56209,56209,1,0,62,training,82,42,training,19,42
A07T.mat,7,7,34,68639,68639,1,0,113,training,26,42,training,20,42
A07T.mat,7,4,30,60306,60306,2,1,40,training,49,42,training,21,42
A07T.mat,7,5,3,6124,6124,2,1,50,training,76,42,training,22,42
A07T.mat,7,8,46,92699,92699,1,0,143,training,52,42,training,23,42
A07T.mat,7,8,35,70703,70703,1,0,140,training,45,42,training,24,42
A07T.mat,7,4,38,76658,76658,1,0,43,training,97,42,training,25,42
A07T.mat,7,6,37,74695,74695,2,1,91,training,75,42,training,26,42
A07T.mat,7,7,26,52230,52230,2,1,109,training,91,42,training,27,42
A07T.mat,7,3,33,66596,66596,2,1,19,training,89,42,training,28,42
A07T.mat,7,6,18,36053,36053,1,0,80,training,1,42,training,29,42
A07T.mat,7,5,6,12160,12160,1,0,52,training,19,42,training,30,42
A07T.mat,7,5,36,72723,72723,1,0,65,training,30,42,training,31,42
A07T.mat,7,3,22,44181,44181,1,0,13,training,80,42,training,32,42
A07T.mat,7,8,19,38119,38119,2,1,131,training,68,42,training,33,42
A07T.mat,7,6,21,42269,42269,2,1,81,training,66,42,training,34,42
A07T.mat,7,8,11,21940,21940,2,1,125,training,41,42,training,35,42
A07T.mat,7,8,13,25856,25856,1,0,127,training,10,42,training,36,42
A07T.mat,7,6,13,25856,25856,2,1,77,training,36,42,training,37,42
A07T.mat,7,5,47,94758,94758,1,0,71,training,59,42,training,38,42
A07T.mat,7,5,4,8132,8132,1,0,51,training,61,42,training,39,42
A07T.mat,7,5,35,70703,70703,2,1,64,training,81,42,training,40,42
A07T.mat,7,4,42,84632,84632,2,1,45,training,11,42,training,41,42
A07T.mat,7,4,11,21940,21940,1,0,30,training,37,42,training,42,42
A07T.mat,7,6,0,251,251,2,1,72,training,24,42,training,43,42
A07T.mat,7,7,30,60306,60306,1,0,111,training,94,42,training,44,42
A07T.mat,7,4,8,16141,16141,2,1,28,training,32,42,training,45,42
A07T.mat,7,7,44,88657,88657,2,1,118,training,98,42,training,46,42
A07T.mat,7,6,9,18139,18139,2,1,76,training,57,42,training,47,42
A07T.mat,7,6,14,27823,27823,1,0,78,training,63,42,training,48,42
A07T.mat,7,6,47,94758,94758,1,0,95,training,5,42,training,49,42
A07T.mat,7,7,5,10243,10243,2,1,99,training,74,42,training,50,42
A07T.mat,7,3,13,25856,25856,1,0,10,training,20,42,training,51,42
A07T.mat,7,3,19,38119,38119,1,0,11,training,35,42,training,52,42
A07T.mat,7,5,31,62413,62413,1,0,63,training,64,42,training,53,42
A07T.mat,7,5,0,251,251,1,0,48,training,78,42,training,54,42
A07T.mat,7,8,40,80664,80664,2,1,142,training,8,42,training,55,42
A07T.mat,7,7,11,21940,21940,1,0,102,training,43,42,training,56,42
A07T.mat,7,4,17,34017,34017,1,0,35,training,15,42,training,57,42
A07T.mat,7,3,31,62413,62413,2,1,17,training,60,42,training,58,42
A07T.mat,7,4,40,80664,80664,2,1,44,training,44,42,training,59,42
A07T.mat,7,4,5,10243,10243,2,1,27,training,22,42,training,60,42
A07T.mat,7,7,12,23912,23912,2,1,103,training,0,42,training,61,42
A07T.mat,7,8,25,50126,50126,1,0,133,training,53,42,training,62,42
A07T.mat,7,8,17,34017,34017,2,1,129,training,87,42,training,63,42
A07T.mat,7,4,27,54234,54234,2,1,39,training,13,42,training,64,42
A07T.mat,7,6,39,78583,78583,1,0,92,training,33,42,training,65,42
A07T.mat,7,7,46,92699,92699,2,1,119,training,38,42,training,66,42
A07T.mat,7,5,27,54234,54234,2,1,61,training,16,42,training,67,42
A07T.mat,7,6,33,66596,66596,2,1,88,training,71,42,training,68,42
A07T.mat,7,5,43,86751,86751,2,1,69,training,40,42,training,69,42
A07T.mat,7,8,1,2254,2254,1,0,120,training,31,42,training,70,42
A07T.mat,7,4,19,38119,38119,1,0,36,training,2,42,training,71,42
A07T.mat,7,6,30,60306,60306,1,0,86,training,62,42,training,72,42
A07T.mat,7,8,18,36053,36053,2,1,130,training,14,42,training,73,42
A07T.mat,7,7,8,16141,16141,1,0,100,training,25,42,training,74,42
A07T.mat,7,3,34,68639,68639,2,1,20,training,9,42,training,75,42
A07T.mat,7,8,34,68639,68639,1,0,139,training,21,42,training,76,42
A07T.mat,7,8,12,23912,23912,2,1,126,training,65,42,training,77,42
A07T.mat,7,4,10,20045,20045,1,0,29,training,88,42,training,78,42
A07T.mat,7,3,0,251,251,1,0,0,training,90,42,training,79,42
A07T.mat,7,8,26,52230,52230,2,1,134,training,23,42,training,80,42
A07T.mat,7,3,23,46212,46212,1,0,14,training,28,42,training,81,42
A07T.mat,7,5,39,78583,78583,2,1,67,training,51,42,training,82,42
A07T.mat,7,3,6,12160,12160,2,1,6,training,48,42,training,83,42
A07T.mat,7,6,2,4172,4172,1,0,73,training,77,42,training,84,42
A07T.mat,7,6,34,68639,68639,1,0,89,training,86,42,training,85,42
A07T.mat,7,7,22,44181,44181,2,1,106,training,83,42,training,86,42
A07T.mat,7,4,16,31951,31951,1,0,34,training,58,42,training,87,42
A07T.mat,7,5,24,48165,48165,2,1,59,training,54,42,training,88,42
A07T.mat,7,3,1,2254,2254,2,1,1,training,73,42,training,89,42
A07T.mat,7,3,21,42269,42269,2,1,12,training,56,42,validation,0,42
A07T.mat,7,5,44,88657,88657,2,1,70,training,29,42,validation,1,42
A07T.mat,7,8,5,10243,10243,1,0,122,training,7,42,validation,2,42
A07T.mat,7,7,36,72723,72723,1,0,114,training,6,42,validation,3,42
A07T.mat,7,7,15,29943,29943,2,1,104,training,18,42,validation,4,42
A07T.mat,7,4,4,8132,8132,1,0,26,training,50,42,validation,5,42
A07T.mat,7,6,45,90585,90585,1,0,93,training,69,42,validation,6,42
A07T.mat,7,6,31,62413,62413,1,0,87,training,72,42,validation,7,42
A07T.mat,7,6,25,50126,50126,2,1,83,training,27,42,validation,8,42
A07T.mat,7,4,15,29943,29943,2,1,33,training,92,42,validation,9,42
A08T.mat,8,8,18,36053,36053,2,1,130,training,54,42,training,0,42
A08T.mat,8,5,39,78583,78583,2,1,67,training,78,42,training,1,42
A08T.mat,8,3,30,60306,60306,1,0,16,training,17,42,training,2,42
A08T.mat,8,4,24,48165,48165,1,0,38,training,86,42,training,3,42
A08T.mat,8,5,8,16141,16141,2,1,53,training,55,42,training,4,42
A08T.mat,8,4,2,4172,4172,2,1,24,training,22,42,training,5,42
A08T.mat,8,8,1,2254,2254,1,0,120,training,64,42,training,6,42
A08T.mat,8,6,25,50126,50126,2,1,83,training,14,42,training,7,42
A08T.mat,8,3,4,8132,8132,2,1,4,training,62,42,training,8,42
A08T.mat,8,6,36,72723,72723,2,1,90,training,0,42,training,9,42
A08T.mat,8,4,4,8132,8132,1,0,26,training,12,42,training,10,42
A08T.mat,8,4,8,16141,16141,2,1,28,training,73,42,training,11,42
A08T.mat,8,7,15,29943,29943,2,1,104,training,1,42,training,12,42
A08T.mat,8,4,40,80664,80664,2,1,44,training,89,42,training,13,42
A08T.mat,8,3,35,70703,70703,1,0,21,training,43,42,training,14,42
A08T.mat,8,8,40,80664,80664,2,1,142,training,9,42,training,15,42
A08T.mat,8,6,0,251,251,2,1,72,training,7,42,training,16,42
A08T.mat,8,6,26,52230,52230,2,1,84,training,34,42,training,17,42
A08T.mat,8,8,11,21940,21940,2,1,125,training,32,42,training,18,42
A08T.mat,8,4,31,62413,62413,1,0,41,training,88,42,training,19,42
A08T.mat,8,4,27,54234,54234,2,1,39,training,37,42,training,20,42
A08T.mat,8,7,39,78583,78583,2,1,116,training,94,42,training,21,42
A08T.mat,8,6,34,68639,68639,1,0,89,training,76,42,training,22,42
A08T.mat,8,5,13,25856,25856,1,0,55,training,46,42,training,23,42
A08T.mat,8,3,22,44181,44181,1,0,13,training,85,42,training,24,42
A08T.mat,8,4,15,29943,29943,2,1,33,training,90,42,training,25,42
A08T.mat,8,6,31,62413,62413,1,0,87,training,79,42,training,26,42
A08T.mat,8,3,0,251,251,1,0,0,training,38,42,training,27,42
A08T.mat,8,8,36,72723,72723,1,0,141,training,45,42,training,28,42
A08T.mat,8,7,38,76658,76658,1,0,115,training,81,42,training,29,42
A08T.mat,8,3,6,12160,12160,2,1,6,training,67,42,training,30,42
A08T.mat,8,5,25,50126,50126,1,0,60,training,31,42,training,31,42
A08T.mat,8,5,0,251,251,1,0,48,training,11,42,training,32,42
A08T.mat,8,8,13,25856,25856,1,0,127,training,75,42,training,33,42
A08T.mat,8,3,1,2254,2254,2,1,1,training,21,42,training,34,42
A08T.mat,8,8,14,27823,27823,2,1,128,training,61,42,training,35,42
A08T.mat,8,3,3,6124,6124,1,0,3,training,53,42,training,36,42
A08T.mat,8,3,34,68639,68639,2,1,20,training,50,42,training,37,42
A08T.mat,8,4,19,38119,38119,1,0,36,training,36,42,training,38,42
A08T.mat,8,6,29,58235,58235,2,1,85,training,68,42,training,39,42
A08T.mat,8,6,7,14210,14210,1,0,75,training,40,42,training,40,42
A08T.mat,8,6,33,66596,66596,2,1,88,training,97,42,training,41,42
A08T.mat,8,7,1,2254,2254,1,0,97,training,2,42,training,42,42
A08T.mat,8,4,5,10243,10243,2,1,27,training,98,42,training,43,42
A08T.mat,8,5,42,84632,84632,2,1,68,training,70,42,training,44,42
A08T.mat,8,3,23,46212,46212,1,0,14,training,44,42,training,45,42
A08T.mat,8,4,14,27823,27823,2,1,32,training,33,42,training,46,42
A08T.mat,8,3,26,52230,52230,1,0,15,training,20,42,training,47,42
A08T.mat,8,7,25,50126,50126,2,1,108,training,18,42,training,48,42
A08T.mat,8,7,30,60306,60306,1,0,111,training,26,42,training,49,42
A08T.mat,8,4,20,40189,40189,2,1,37,training,27,42,training,50,42
A08T.mat,8,8,31,62413,62413,1,0,137,training,63,42,training,51,42
A08T.mat,8,6,18,36053,36053,1,0,80,training,83,42,training,52,42
A08T.mat,8,7,43,86751,86751,1,0,117,training,99,42,training,53,42
A08T.mat,8,4,30,60306,60306,2,1,40,training,48,42,training,54,42
A08T.mat,8,3,2,4172,4172,2,1,2,training,6,42,training,55,42
A08T.mat,8,7,12,23912,23912,2,1,103,training,24,42,training,56,42
A08T.mat,8,5,27,54234,54234,2,1,61,training,91,42,training,57,42
A08T.mat,8,5,36,72723,72723,1,0,65,training,93,42,training,58,42
A08T.mat,8,3,38,76658,76658,2,1,23,training,42,42,training,59,42
A08T.mat,8,7,44,88657,88657,2,1,118,training,77,42,training,60,42
A08T.mat,8,6,13,25856,25856,2,1,77,training,71,42,training,61,42
A08T.mat,8,8,28,56209,56209,2,1,135,training,10,42,training,62,42
A08T.mat,8,5,20,40189,40189,1,0,57,training,19,42,training,63,42
A08T.mat,8,7,26,52230,52230,2,1,109,training,30,42,training,64,42
A08T.mat,8,6,9,18139,18139,2,1,76,training,4,42,training,65,42
A08T.mat,8,5,47,94758,94758,1,0,71,training,47,42,training,66,42
A08T.mat,8,6,39,78583,78583,1,0,92,training,39,42,training,67,42
A08T.mat,8,6,37,74695,74695,2,1,91,training,51,42,training,68,42
A08T.mat,8,8,17,34017,34017,2,1,129,training,13,42,training,69,42
A08T.mat,8,3,5,10243,10243,1,0,5,training,80,42,training,70,42
A08T.mat,8,4,47,94758,94758,1,0,47,training,60,42,training,71,42
A08T.mat,8,5,31,62413,62413,1,0,63,training,92,42,training,72,42
A08T.mat,8,7,34,68639,68639,1,0,113,training,96,42,training,73,42
A08T.mat,8,5,4,8132,8132,1,0,51,training,72,42,training,74,42
A08T.mat,8,6,24,48165,48165,1,0,82,training,87,42,training,75,42
A08T.mat,8,8,33,66596,66596,1,0,138,training,82,42,training,76,42
A08T.mat,8,7,11,21940,21940,1,0,102,training,84,42,training,77,42
A08T.mat,8,5,10,20045,20045,1,0,54,training,5,42,training,78,42
A08T.mat,8,4,38,76658,76658,1,0,43,training,49,42,training,79,42
A08T.mat,8,7,46,92699,92699,2,1,119,training,15,42,training,80,42
A08T.mat,8,7,27,54234,54234,2,1,110,training,69,42,training,81,42
A08T.mat,8,5,24,48165,48165,2,1,59,training,8,42,training,82,42
A08T.mat,8,7,2,4172,4172,1,0,98,training,41,42,training,83,42
A08T.mat,8,6,45,90585,90585,1,0,93,training,65,42,training,84,42
A08T.mat,8,3,36,72723,72723,2,1,22,training,16,42,training,85,42
A08T.mat,8,4,12,23912,23912,1,0,31,training,95,42,training,86,42
A08T.mat,8,3,13,25856,25856,1,0,10,training,58,42,training,87,42
A08T.mat,8,4,42,84632,84632,2,1,45,training,29,42,training,88,42
A08T.mat,8,4,17,34017,34017,1,0,35,training,74,42,training,89,42
A08T.mat,8,3,32,64505,64505,1,0,18,training,25,42,validation,0,42
A08T.mat,8,8,12,23912,23912,2,1,126,training,59,42,validation,1,42
A08T.mat,8,7,8,16141,16141,1,0,100,training,35,42,validation,2,42
A08T.mat,8,8,19,38119,38119,2,1,131,training,52,42,validation,3,42
A08T.mat,8,7,24,48165,48165,1,0,107,training,57,42,validation,4,42
A08T.mat,8,6,2,4172,4172,1,0,73,training,3,42,validation,5,42
A08T.mat,8,5,1,2254,2254,1,0,49,training,56,42,validation,6,42
A08T.mat,8,5,43,86751,86751,2,1,69,training,66,42,validation,7,42
A08T.mat,8,5,44,88657,88657,2,1,70,training,28,42,validation,8,42
A08T.mat,8,7,21,42269,42269,2,1,105,training,23,42,validation,9,42
A09T.mat,9,3,28,56209,56209,1,0,14,training,59,42,training,0,42
A09T.mat,9,4,41,82642,82642,1,0,43,training,27,42,training,1,42
A09T.mat,9,5,0,251,251,2,1,48,training,95,42,training,2,42
A09T.mat,9,4,36,72723,72723,1,0,40,training,44,42,training,3,42
A09T.mat,9,4,19,38119,38119,2,1,33,training,82,42,training,4,42
A09T.mat,9,3,42,84632,84632,2,1,20,training,0,42,training,5,42
A09T.mat,9,6,13,25856,25856,2,1,78,training,25,42,training,6,42
A09T.mat,9,5,20,40189,40189,1,0,60,training,62,42,training,7,42
A09T.mat,9,8,26,52230,52230,2,1,133,training,49,42,training,8,42
A09T.mat,9,7,25,50126,50126,1,0,113,training,39,42,training,9,42
A09T.mat,9,4,1,2254,2254,1,0,24,training,43,42,training,10,42
A09T.mat,9,7,20,40189,40189,2,1,108,training,80,42,training,11,42
A09T.mat,9,7,10,20045,20045,2,1,101,training,58,42,training,12,42
A09T.mat,9,3,10,20045,20045,1,0,5,training,97,42,training,13,42
A09T.mat,9,6,4,8132,8132,1,0,75,training,77,42,training,14,42
A09T.mat,9,6,28,56209,56209,1,0,86,training,70,42,training,15,42
A09T.mat,9,7,14,27823,27823,1,0,104,training,9,42,training,16,42
A09T.mat,9,7,24,48165,48165,2,1,112,training,24,42,training,17,42
A09T.mat,9,8,25,50126,50126,1,0,132,training,93,42,training,18,42
A09T.mat,9,8,31,62413,62413,2,1,136,training,2,42,training,19,42
A09T.mat,9,8,9,18139,18139,2,1,124,training,48,42,training,20,42
A09T.mat,9,3,7,14210,14210,2,1,3,training,10,42,training,21,42
A09T.mat,9,4,34,68639,68639,2,1,39,training,28,42,training,22,42
A09T.mat,9,4,9,18139,18139,2,1,28,training,20,42,training,23,42
A09T.mat,9,4,44,88657,88657,1,0,46,training,18,42,training,24,42
A09T.mat,9,3,35,70703,70703,1,0,17,training,99,42,training,25,42
A09T.mat,9,7,12,23912,23912,1,0,103,training,31,42,training,26,42
A09T.mat,9,6,22,44181,44181,1,0,82,training,40,42,training,27,42
A09T.mat,9,8,38,76658,76658,1,0,138,training,23,42,training,28,42
A09T.mat,9,6,32,64505,64505,2,1,87,training,1,42,training,29,42
A09T.mat,9,4,39,78583,78583,2,1,41,training,38,42,training,30,42
A09T.mat,9,6,33,66596,66596,2,1,88,training,83,42,training,31,42
A09T.mat,9,7,4,8132,8132,2,1,97,training,72,42,training,32,42
A09T.mat,9,5,4,8132,8132,2,1,50,training,32,42,training,33,42
A09T.mat,9,3,19,38119,38119,1,0,8,training,54,42,training,34,42
A09T.mat,9,6,44,88657,88657,2,1,94,training,8,42,training,35,42
A09T.mat,9,8,16,31951,31951,1,0,127,training,5,42,training,36,42
A09T.mat,9,7,46,92699,92699,2,1,119,training,64,42,training,37,42
A09T.mat,9,4,12,23912,23912,1,0,29,training,45,42,training,38,42
A09T.mat,9,7,22,44181,44181,1,0,110,training,86,42,training,39,42
A09T.mat,9,6,18,36053,36053,2,1,80,training,55,42,training,40,42
A09T.mat,9,6,43,86751,86751,2,1,93,training,75,42,training,41,42
A09T.mat,9,4,40,80664,80664,2,1,42,training,6,42,training,42,42
A09T.mat,9,7,11,21940,21940,2,1,102,training,46,42,training,43,42
A09T.mat,9,7,19,38119,38119,2,1,107,training,65,42,training,44,42
A09T.mat,9,7,8,16141,16141,1,0,99,training,63,42,training,45,42
A09T.mat,9,6,37,74695,74695,2,1,91,training,4,42,training,46,42
A09T.mat,9,4,15,29943,29943,1,0,31,training,47,42,training,47,42
